accession,gene_name,protein_name,length,family,domains,n_domains,idr_percentage,idr_total_length,n_idr_regions,ps_score,ps_category,charge_density,aromatic_density,species,species_key,complexity,LLPhyScore_mean,LLPhyScore_median,LLPhyScore_max,disorder_long_mean,pi_pi_mean,electrostatic_mean,protein_water_mean,llphy_category
Q8IX12,CCAR1 CARP1 DIS,Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1) (Death inducer with SAP domain),1150,Other,,0,67.91,753,13,0.375,Medium,33.478,5.826,Homo sapiens,human,high,-556.0,26.258904446082045,-0.276831504020136,-83.0,-319.0,8.0,-33.0,Low
Q8IZ69,TRMT2A,tRNA (uracil-5-)-methyltransferase homolog A (EC 2.1.1.35) (mRNA (uracil-5-)-methyltransferase TRMT2A) (EC 2.1.1.-),625,RRM-containing,RRM,1,60.8,298,11,0.325,Medium,22.72,6.56,Homo sapiens,human,high,-627.0,21.27732743797593,-0.4086150608368618,-162.0,-144.0,-44.0,-6.0,Low
Q8IYB3,SRRM1 SRM160,Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein),904,Other,,0,90.71,817,2,0.474,Medium,36.173,1.881,Homo sapiens,human,high,19.0,94.10955539179564,0.7904296955519391,71.0,-362.0,218.0,55.0,High
Q8IYB7,DIS3L2 FAM6A,DIS3-like exonuclease 2 (hDIS3L2) (EC 3.1.13.-),885,Other,,0,53.11,406,16,0.303,Medium,27.006,7.119,Homo sapiens,human,high,-833.0,10.579710144927535,-0.7909729862487704,-173.0,-230.0,-53.0,-48.0,Low
Q8IZD4,DCP1B,mRNA-decapping enzyme 1B (EC 3.6.1.62),617,Other,,0,74.23,418,8,0.366,Medium,18.476,5.348,Homo sapiens,human,high,-333.0,47.6271186440678,0.1370802307704253,-41.0,-161.0,24.0,23.0,Low
Q8N163,CCAR2 DBC1 KIAA1967,Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC),923,Other,,0,65.76,538,15,0.352,Medium,26.111,5.85,Homo sapiens,human,high,-715.0,15.411446818963402,-0.5719524270322403,-104.0,-255.0,-85.0,27.0,Low
Q8IWX8,CHERP DAN26 SCAF6,Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6),916,Other,,0,80.79,673,6,0.411,Medium,21.834,7.86,Homo sapiens,human,high,158.0,97.74993859002704,1.0484284898832756,78.0,-130.0,132.0,200.0,High
Q8IZL8,PELP1 HMX3 MNAR,"Proline-, glutamic acid- and leucine-rich protein 1 (Modulator of non-genomic activity of estrogen receptor) (Transcription factor HMX3)",1130,Other,,0,68.5,730,11,0.356,Medium,22.655,3.274,Homo sapiens,human,high,-467.0,32.97961188897077,-0.1116380313907191,5.0,-333.0,5.0,179.0,Low
Q8IWZ3,ANKHD1 KIAA1085 MASK VBARP PP2500,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),2542,KH-containing,KH,1,71.2,1584,37,0.352,Medium,19.63,3.816,Homo sapiens,human,high,-525.0,28.592483419307296,-0.2192922045649458,-236.0,-386.0,81.0,362.0,Low
Q8IX01,SUGP2 KIAA0365 SFRS14,"SURP and G-patch domain-containing protein 2 (Arginine/serine-rich-splicing factor 14) (Splicing factor, arginine/serine-rich 14)",1082,SR,,0,69.04,705,11,0.371,Medium,28.281,6.839,Homo sapiens,human,high,-355.0,44.95210022107591,0.0962458892215807,-112.0,-209.0,-2.0,75.0,Low
Q8N5P1,ZC3H8 ZC3HDC8,Zinc finger CCCH domain-containing protein 8,291,Other,,0,74.57,204,3,0.408,Medium,35.052,7.56,Homo sapiens,human,high,-11.0,92.33112257430608,0.7347465025307873,-6.0,-41.0,9.0,-16.0,Low
Q8N684,CPSF7,Cleavage and polyadenylation specificity factor subunit 7 (Cleavage and polyadenylation specificity factor 59 kDa subunit) (CPSF 59 kDa subunit) (Cleavage factor Im complex 59 kDa subunit) (CFIm59) (Pre-mRNA cleavage factor Im 59 kDa subunit),471,RRM-containing,RRM,1,75.58,340,7,0.391,Medium,24.841,5.732,Homo sapiens,human,high,-255.0,57.87275853598625,0.2818565326254198,-53.0,-110.0,60.0,68.0,Low
Q8N9N2,ASCC1 CGI-18,Activating signal cointegrator 1 complex subunit 1 (ASC-1 complex subunit p50) (Trip4 complex subunit p50),400,KH-containing,KH,1,45.75,147,4,0.272,Low,26.25,8.0,Homo sapiens,human,high,-327.0,48.44755588307542,0.1482168693746556,-83.0,-94.0,6.0,-27.0,Low
Q8N9N8,EIF1AD,Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein) (Haponin),165,Other,,0,61.82,68,1,0.348,Medium,32.727,6.061,Homo sapiens,human,high,-22.0,91.45418816015722,0.714329331756365,-18.0,-35.0,28.0,-4.0,Low
Q8NA58,PNLDC1,Poly(A)-specific ribonuclease PNLDC1 (EC 3.1.13.4) (PARN-like domain-containing protein 1) (Poly(A)-specific ribonuclease domain-containing protein 1) (HsPNLDC1),520,Other,,0,15.58,28,2,0.146,Low,20.577,12.308,Homo sapiens,human,high,-650.0,19.62662736428396,-0.4513055088197448,-85.0,-166.0,-20.0,-82.0,Low
Q8NA77,TEX19,Testis-expressed protein 19,164,Other,,0,53.05,77,1,0.306,Medium,21.951,12.805,Homo sapiens,human,high,-14.0,92.10267747482192,0.7291781832286722,-11.0,-7.0,5.0,20.0,Low
Q8NBJ9,SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325,SID1 transmembrane family member 2,832,Other,,0,23.44,134,4,0.171,Low,17.668,13.221,Homo sapiens,human,high,-1071.0,5.99852616064849,-1.2327263175499077,-215.0,-234.0,27.0,-119.0,Low
Q8N3Z6,ZCCHC7 HSPC086,Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7),543,Other,,0,67.03,333,8,0.376,Medium,34.07,7.366,Homo sapiens,human,high,-185.0,67.88258413166298,0.4117839830081072,-29.0,-90.0,60.0,-60.0,Low
Q8N5F7,NKAP,NF-kappa-B-activating protein,415,Other,,0,98.8,401,2,0.517,Medium,41.446,4.819,Homo sapiens,human,high,22.0,94.23728813559325,0.7959980148540543,-3.0,-79.0,71.0,-14.0,High
Q8N5K1,CISD2 CDGSH2 ERIS ZCD2,CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1),135,Other,,0,27.41,23,2,0.195,Low,25.185,6.667,Homo sapiens,human,high,-190.0,67.06460329157456,0.4025034508379153,-8.0,-48.0,-27.0,-25.0,Low
Q8N6T7,SIRT6 SIR2L6,NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6),355,Other,,0,66.76,207,5,0.356,Medium,26.197,4.789,Homo sapiens,human,high,-317.0,49.69540653402113,0.1667779337150395,-71.0,-102.0,-32.0,1.0,Low
Q8N6W0,CELF5 BRUNOL5,CUGBP Elav-like family member 5 (CELF-5) (Bruno-like protein 5) (CUG-BP- and ETR-3-like factor 5) (RNA-binding protein BRUNOL-5),485,CELF,RRM,1,58.97,224,9,0.305,Medium,16.082,7.423,Homo sapiens,human,high,-151.0,72.91083271923361,0.4748916017654125,-51.0,-66.0,9.0,54.0,Low
Q8NAV1,PRPF38A,Pre-mRNA-splicing factor 38A,312,Other,,0,49.68,144,1,0.318,Medium,39.423,6.731,Homo sapiens,human,high,-295.0,52.56693687054778,0.2076122752638841,-55.0,-137.0,42.0,-66.0,Low
Q8N3C0,ASCC3 HELIC1 RQT2,"Activating signal cointegrator 1 complex subunit 3 (EC 5.6.2.4) (ASC-1 complex subunit p200) (ASC1p200) (Helicase, ATP binding 1) (Trip4 complex subunit p200)",2202,Helicase,Helicase,1,31.02,437,25,0.208,Low,24.205,8.629,Homo sapiens,human,high,-2749.0,0.5698845492507983,-4.347272913866329,-507.0,-686.0,-153.0,-254.0,Low
Q8NBP7,PCSK9 NARC1 PSEC0052,Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9),692,Other,,0,57.66,329,11,0.3,Medium,19.653,5.202,Homo sapiens,human,high,-633.0,20.857283222795385,-0.4197516994410921,-199.0,-149.0,-31.0,23.0,Low
Q8N983,MRPL43,"Large ribosomal subunit protein mL43 (39S ribosomal protein L43, mitochondrial) (L43mt) (MRP-L43) (Mitochondrial ribosomal protein bMRP36a)",215,Other,,0,59.53,101,2,0.311,Medium,19.535,5.581,Homo sapiens,human,high,-262.0,56.9147629575043,0.2688637875871511,-52.0,-83.0,8.0,-1.0,Low
Q8N1W1,ARHGEF28 KIAA1998 RGNEF,Rho guanine nucleotide exchange factor 28 (190 kDa guanine nucleotide exchange factor) (p190-RhoGEF) (p190RhoGEF) (Rho guanine nucleotide exchange factor),1705,Other,,0,60.65,921,19,0.325,Medium,25.455,6.041,Homo sapiens,human,high,-1213.0,4.463276836158192,-1.4962934311833591,-232.0,-510.0,-11.0,-29.0,Low
Q8N8Q3,ENDOV,Endonuclease V (hEndoV) (EC 3.1.26.-) (Inosine-specific endoribonuclease),282,Other,,0,49.65,115,3,0.279,Low,23.759,4.965,Homo sapiens,human,high,-312.0,50.24809629083764,0.1760584658852315,-68.0,-96.0,-34.0,-4.0,Low
Q8N9N5,BANP BEND1 SMAR1,Protein BANP (BEN domain-containing protein 1) (Btg3-associated nuclear protein) (Scaffold/matrix-associated region-1-binding protein),519,Other,,0,63.01,266,7,0.316,Medium,19.461,3.083,Homo sapiens,human,high,-250.0,58.63669859985262,0.2911370647956118,-70.0,-84.0,24.0,22.0,Low
Q8N9W6,BOLL BOULE,Protein boule-like,283,RRM-containing,RRM,1,58.3,110,5,0.305,Medium,13.781,10.954,Homo sapiens,human,high,-38.0,89.8255956767379,0.6846316288117508,-17.0,-33.0,56.0,35.0,Low
Q8NEZ4,KMT2C HALR KIAA1506 MLL3,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.364) (Homologous to ALR protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 3),4911,Other,,0,73.16,3321,52,0.373,Medium,22.765,5.213,Homo sapiens,human,high,-26.0,91.10292311471385,0.7069049060202115,112.0,-932.0,615.0,488.0,Low
Q8ND56,LSM14A C19orf13 FAM61A RAP55 RAP55A,Protein LSM14 homolog A (Protein FAM61A) (Protein SCD6 homolog) (Putative alpha-synuclein-binding protein) (AlphaSNBP) (RNA-associated protein 55A) (hRAP55) (hRAP55A),463,Other,,0,88.55,402,3,0.452,Medium,27.43,7.775,Homo sapiens,human,high,368.0,99.0665684107099,1.4382108410313377,33.0,-18.0,71.0,105.0,High
Q8NDT2,RBM15B OTT3,Putative RNA-binding protein 15B (One-twenty two protein 3) (HsOTT3) (HuOTT3) (RNA-binding motif protein 15B),890,RRM-containing,RRM,1,81.01,663,13,0.416,Medium,26.966,5.843,Homo sapiens,human,high,-253.0,58.20682878899534,0.2855687454934966,-93.0,-130.0,-39.0,135.0,Low
Q8NC60,NOA1 C4orf14,Nitric oxide-associated protein 1,698,Other,,0,58.45,356,11,0.322,Medium,25.072,7.02,Homo sapiens,human,high,-631.0,21.029231147138297,-0.4160394865730153,-95.0,-231.0,-12.0,-24.0,Low
Q8NCA5,FAM98A,Protein FAM98A,518,Other,,0,74.71,370,7,0.382,Medium,21.429,7.529,Homo sapiens,human,high,464.0,99.30729550479,1.6163970586990233,93.0,37.0,7.0,126.0,High
Q8NHU6,TDRD7 PCTAIRE2BP,Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap),1098,Other,Tudor,1,34.97,291,14,0.223,Low,23.953,7.559,Homo sapiens,human,high,-965.0,7.585359862441661,-1.035979035541838,-166.0,-285.0,-9.0,-98.0,Low
Q8NDG6,TDRD9 C14orf75,ATP-dependent RNA helicase TDRD9 (EC 3.6.4.13) (Tudor domain-containing protein 9),1382,Helicase,Helicase|Tudor,2,30.25,311,16,0.202,Low,22.359,8.611,Homo sapiens,human,high,-1504.0,2.4662245148612136,-2.036420403488531,-303.0,-397.0,-26.0,-138.0,Low
Q8NEJ9,NGDN C14orf120,Neuroguidin (Centromere accumulated nuclear protein 1) (CANu1) (EIF4E-binding protein),315,Other,,0,68.25,199,4,0.37,Medium,33.651,3.492,Homo sapiens,human,high,-210.0,64.30115450749202,0.3653813221571474,-44.0,-87.0,-17.0,-16.0,Low
Q8NHQ9,DDX55 KIAA1595,ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55),600,Helicase,Helicase,1,46.83,229,8,0.285,Low,30.333,7.333,Homo sapiens,human,high,-578.0,24.728567919430116,-0.3176658455689806,-134.0,-158.0,-50.0,-64.0,Low
Q8NC51,SERBP1 PAIRBP1 CGI-55,SERPINE1 mRNA-binding protein 1 (PAI1 RNA-binding protein 1) (PAI-RBP1) (Plasminogen activator inhibitor 1 RNA-binding protein),408,Other,,0,92.89,368,4,0.485,Medium,36.029,5.147,Homo sapiens,human,high,392.0,99.1156963890936,1.4827573954482591,34.0,20.0,41.0,74.0,High
Q8NHM5,KDM2B CXXC2 FBL10 FBXL10 JHDM1B NDY1 PCCX2,Lysine-specific demethylase 2B (EC 1.14.11.27) (CXXC-type zinc finger protein 2) (F-box and leucine-rich repeat protein 10) (F-box protein FBL10) (F-box/LRR-repeat protein 10) (JmjC domain-containing histone demethylation protein 1B) (Jumonji domain-containing EMSY-interactor methyltransferase motif protein) (Protein JEMMA) (Protein-containing CXXC domain 2) ([Histone-H3]-lysine-36 demethylase 1B),1336,Other,,0,55.99,664,12,0.321,Medium,29.641,6.587,Homo sapiens,human,high,-863.0,9.793662490788504,-0.8466561792699222,-93.0,-393.0,-1.0,-110.0,Low
Q8NE71,ABCF1 ABC50,ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein),845,Other,,0,66.63,482,4,0.374,Medium,35.148,5.444,Homo sapiens,human,high,-306.0,51.00957995578482,0.1871951044894619,-63.0,-200.0,-17.0,-22.0,Low
Q8NEY8,PPHLN1 HSPC206 HSPC232,Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50),458,Other,,0,87.34,383,5,0.455,Medium,31.878,7.642,Homo sapiens,human,high,-29.0,90.8081552444117,0.7013365867180963,-4.0,-78.0,64.0,27.0,Low
Q8NE35,CPEB3 KIAA0940,Cytoplasmic polyadenylation element-binding protein 3 (CPE-BP3) (CPE-binding protein 3) (hCPEB-3),698,CPEB,RRM,1,69.77,396,8,0.356,Medium,17.765,8.309,Homo sapiens,human,high,101.0,96.7894866126259,0.9426304231430872,-2.0,-53.0,92.0,174.0,High
Q8NDD1,FSAF1 C1orf131 cPERP-A,40S small subunit processome assembly factor 1,293,Other,,0,83.96,235,4,0.437,Medium,33.106,4.096,Homo sapiens,human,high,-136.0,75.52444116924589,0.5027331982759884,-38.0,-70.0,-3.0,-16.0,Low
Q8NI27,THOC2 CXorf3,THO complex subunit 2 (Tho2) (hTREX120),1593,Other,,0,50.41,732,17,0.302,Medium,31.89,7.156,Homo sapiens,human,high,-1426.0,2.849422746253992,-1.8916441016335368,-162.0,-470.0,-117.0,-201.0,Low
Q8NDV7,TNRC6A CAGH26 KIAA1460 TNRC6,Trinucleotide repeat-containing gene 6A protein (CAG repeat protein 26) (EMSY interactor protein) (GW182 autoantigen) (Protein GW1) (Glycine-tryptophan protein of 182 kDa),1962,RRM-containing,RRM,1,85.27,1613,26,0.409,Medium,17.38,5.556,Homo sapiens,human,high,2282.0,99.87226725620242,4.9907985557808185,424.0,-15.0,460.0,551.0,High
Q8NF91,SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1,Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1),8797,Other,,0,59.94,4372,146,0.327,Medium,29.089,5.445,Homo sapiens,human,high,-10039.0,0.0098255956767379,-17.8782888180062,-1441.0,-2805.0,-1028.0,-682.0,Low
Q8NDF8,TENT4B GLD4 PAPD5 TRF4-2 TUT3,Terminal nucleotidyltransferase 4B (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2),572,Other,,0,55.07,287,6,0.303,Medium,22.727,8.392,Homo sapiens,human,high,-135.0,75.70867108818473,0.5045893047100268,-70.0,-64.0,43.0,48.0,Low
Q8NG50,RDM1 RAD52B,RAD52 motif-containing protein 1 (RAD52 homolog B),284,RRM-containing,RRM,1,52.46,125,5,0.3,Low,25.352,9.155,Homo sapiens,human,high,-227.0,61.79808400884304,0.3338275127784948,-39.0,-75.0,-1.0,-16.0,Low
Q8NI36,WDR36,WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein) (TA-WDRP),895,Other,,0,32.74,224,12,0.205,Low,19.888,8.38,Homo sapiens,human,high,-826.0,10.749201670351264,-0.7779802412105017,-172.0,-254.0,-2.0,-58.0,Low
Q8TC92,ENOX1 PIG38,Ecto-NOX disulfide-thiol exchanger 1 (Candidate growth-related and time keeping constitutive hydroquinone [NADH] oxidase) (cCNOX) (Cell proliferation-inducing gene 38 protein) (Constitutive Ecto-NOX) (cNOX) [Includes: Hydroquinone [NADH] oxidase (EC 1.-.-.-); Protein disulfide-thiol oxidoreductase (EC 1.-.-.-)],643,RRM-containing,RRM,1,56.14,320,11,0.311,Medium,27.061,6.065,Homo sapiens,human,high,-526.0,28.49422746253992,-0.2211483109989842,-102.0,-148.0,-49.0,-28.0,Low
Q8TCS8,PNPT1 PNPASE,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial (EC 2.7.7.8) (3'-5' RNA exonuclease OLD35) (PNPase old-35) (Polynucleotide phosphorylase 1) (PNPase 1) (Polynucleotide phosphorylase-like protein)",783,KH-containing,KH,1,53.38,307,14,0.293,Low,23.499,6.13,Homo sapiens,human,high,-739.0,14.18079096045198,-0.6164989814491616,-231.0,-213.0,23.0,-42.0,Low
Q8TB72,PUM2 KIAA0235 PUMH2,Pumilio homolog 2 (Pumilio-2),1066,PUF/Pumilio,,0,71.11,694,13,0.351,Medium,16.417,6.848,Homo sapiens,human,high,-192.0,66.78457381478752,0.3987912379698385,-111.0,-83.0,52.0,189.0,Low
Q8TBZ6,TRMT10A RG9MTD2,tRNA methyltransferase 10 homolog A (EC 2.1.1.221) (RNA (guanine-9-)-methyltransferase domain-containing protein 2) (tRNA (guanine(9)-N(1))-methyltransferase TRMT10A),339,Other,SAM,1,59.29,166,3,0.34,Medium,34.218,5.9,Homo sapiens,human,high,-217.0,63.33578973225252,0.3523885771188787,-37.0,-78.0,2.0,-39.0,Low
Q8WU90,ZC3H15 DFRP1 LEREPO4 HSPC303 HT010 MSTP012 PP730,Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4),426,Other,,0,80.05,329,7,0.441,Medium,41.08,6.103,Homo sapiens,human,high,-86.0,83.53475804470646,0.595538519977908,-51.0,-77.0,3.0,-22.0,Low
Q8TAS1,UHMK1 KIS KIST,Serine/threonine-protein kinase Kist (EC 2.7.11.1) (Kinase interacting with stathmin) (PAM COOH-terminal interactor protein 2) (P-CIP2) (U2AF homology motif kinase 1),419,RRM-containing,RRM,1,47.02,171,7,0.268,Low,20.764,9.785,Homo sapiens,human,high,-475.0,32.28199459592238,-0.1264868828630262,-102.0,-99.0,-23.0,0.0,Low
Q8TBY0,RBM46,Probable RNA-binding protein 46 (Cancer/testis antigen 68) (CT68) (RNA-binding motif protein 46),533,RRM-containing,RRM,1,41.28,146,8,0.252,Low,22.702,10.131,Homo sapiens,human,high,-360.0,44.42151805453206,0.0869653570513887,-80.0,-123.0,28.0,-16.0,Low
Q8TEA8,DTD1 C20orf88 DUEB HARS2,D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related),209,Other,,0,53.59,69,1,0.307,Medium,29.665,5.263,Homo sapiens,human,high,-113.0,79.1451731761238,0.5454236462588714,-26.0,-47.0,5.0,-9.0,Low
Q8TED0,UTP15,U3 small nucleolar RNA-associated protein 15 homolog,518,Other,,0,33.78,113,5,0.223,Low,25.29,8.687,Homo sapiens,human,high,-556.0,26.258904446082045,-0.276831504020136,-144.0,-147.0,-4.0,-52.0,Low
Q8TA86,RP9,Retinitis pigmentosa 9 protein (Pim-1-associated protein) (PAP-1),221,Other,,0,90.5,196,3,0.491,Medium,44.344,4.525,Homo sapiens,human,high,-72.0,85.54900515843774,0.6215240100544455,-8.0,-52.0,9.0,-25.0,Low
Q8TAD8,SNIP1,Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1),396,Other,,0,81.82,296,4,0.443,Medium,37.626,5.051,Homo sapiens,human,high,14.0,93.83443871284696,0.7811491633817471,-31.0,-80.0,54.0,3.0,High
Q8TC59,PIWIL2 HILI,Piwi-like protein 2 (EC 3.1.26.-) (Cancer/testis antigen 80) (CT80),973,Other,PIWI|PAZ,2,35.35,262,7,0.221,Low,21.788,7.503,Homo sapiens,human,high,-984.0,7.273397199705233,-1.0712450577885675,-179.0,-304.0,-12.0,-82.0,Low
Q8TEA1,NSUN6 NOPD1,tRNA (cytosine(72)-C(5))-methyltransferase NSUN6 (EC 2.1.1.-) (NOL1/NOP2/Sun and PUA domain-containing protein 1) (NOL1/NOP2/Sun domain family member 6),469,Other,,0,46.06,160,8,0.264,Low,22.814,6.61,Homo sapiens,human,high,-405.0,39.15008597396218,0.0034405675196611,-68.0,-140.0,-55.0,-7.0,Low
Q8TDD1,DDX54,ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54),881,Helicase,Helicase,1,67.2,560,8,0.366,Medium,30.647,5.675,Homo sapiens,human,high,-559.0,26.045197740112997,-0.2823998233222511,-186.0,-221.0,-14.0,13.0,Low
Q8TEQ6,GEMIN5,Gem-associated protein 5 (Gemin5),1508,Other,,0,49.27,568,20,0.279,Low,23.077,7.759,Homo sapiens,human,high,-1397.0,3.0041758781626138,-1.8378170150464233,-248.0,-365.0,-85.0,-105.0,Low
Q8TF01,PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306,"Arginine/serine-rich protein PNISR (PNN-interacting serine/arginine-rich protein) (SR-related protein) (SR-rich protein) (Serine/arginine-rich-splicing regulatory protein 130) (SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)",805,SR,,0,94.78,758,5,0.489,Medium,36.398,4.596,Homo sapiens,human,high,333.0,98.90690248096293,1.373247115839994,20.0,-118.0,154.0,106.0,High
Q8WTT2,NOC3L AD24 C10orf117 FAD24,Nucleolar complex protein 3 homolog (NOC3 protein homolog) (Factor for adipocyte differentiation 24) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein),800,Other,,0,52.88,347,11,0.311,Medium,32.5,6.125,Homo sapiens,human,high,-952.0,7.823630557602555,-1.011849651899339,-112.0,-311.0,-74.0,-128.0,Low
Q8WU68,U2AF1L4 U2AF1-RS3 U2AF1L3,Splicing factor U2AF 26 kDa subunit (U2 auxiliary factor 26) (U2 small nuclear RNA auxiliary factor 1-like protein 4) (U2AF1-like 4) (U2(RNU2) small nuclear RNA auxiliary factor 1-like protein 3) (U2 small nuclear RNA auxiliary factor 1-like protein 3) (U2AF1-like protein 3),220,RRM-containing,RRM,1,40.45,70,3,0.258,Low,26.364,10.909,Homo sapiens,human,high,-146.0,73.80496192581676,0.4841721339356045,-29.0,-47.0,13.0,-16.0,Low
Q8TF46,DIS3L DIS3L1 KIAA1955,DIS3-like exonuclease 1 (EC 3.1.13.1),1054,Other,,0,42.69,332,14,0.26,Low,26.755,7.97,Homo sapiens,human,high,-1237.0,4.2716777204618035,-1.5408399856002806,-278.0,-303.0,-16.0,-128.0,Low
Q8WUQ7,CACTIN C19orf29,Splicing factor Cactin (Renal carcinoma antigen NY-REN-24),758,Other,,0,74.01,492,5,0.411,Medium,36.016,8.179,Homo sapiens,human,high,-373.0,42.89855072463769,0.0628359734088896,-100.0,-192.0,55.0,23.0,Low
Q8WY41,NANOS1 NOS1,Nanos homolog 1 (NOS-1) (EC_Rep1a),292,Other,,0,77.4,225,3,0.392,Medium,20.89,5.479,Homo sapiens,human,high,-160.0,71.59174649963154,0.458186643859067,-37.0,6.0,-47.0,69.0,Low
Q92541,RTF1 KIAA0252,RNA polymerase-associated protein RTF1 homolog,710,Other,,0,83.66,569,7,0.446,Medium,38.732,4.225,Homo sapiens,human,high,21.0,94.19798575288628,0.7941419084200159,-63.0,-105.0,60.0,27.0,High
Q8WVM0,TFB1M CGI-75,"Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (h-mtTFB) (h-mtTFB1) (hTFB1M) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)",346,Other,,0,34.97,77,4,0.232,Low,26.879,7.803,Homo sapiens,human,high,-344.0,46.2196020633751,0.116663059996003,-73.0,-117.0,-2.0,-47.0,Low
