accession	species	length	disorder_content	n_disordered_residues	n_disordered_regions	longest_idr	idr_source
Q9WU01	Mus_musculus	349	0.321	112	2	83	prediction-disorder-mobidb_lite
P97820	Mus_musculus	1233	0.344	424	3	317	prediction-disorder-mobidb_lite
Q05D44	Mus_musculus	1216	0.497	604	1	604	prediction-disorder-mobidb_lite
Q9D7N6	Mus_musculus	160	0.131	21	1	21	prediction-disorder-mobidb_lite
Q8VHZ7	Mus_musculus	291	0.093	27	6	13	prediction-disorder-th_50
Q91ZU6	Mus_musculus	7393	0.115	852	9	348	prediction-disorder-mobidb_lite
Q69ZP3	Mus_musculus	385	0.065	25	1	25	prediction-disorder-mobidb_lite
Q9CWJ9	Mus_musculus	592	0.025	15	4	7	prediction-disorder-th_50
P11276	Mus_musculus	2477	0.01	24	1	24	prediction-disorder-mobidb_lite
Q80UU1	Mus_musculus	748	0.27	202	4	57	prediction-disorder-mobidb_lite
P31001	Mus_musculus	469	0.177	83	7	18	prediction-disorder-th_50
D3YYU8	Mus_musculus	1804	0.013	23	1	23	prediction-disorder-mobidb_lite
G5E870	Mus_musculus	2025	0.276	558	4	404	prediction-disorder-mobidb_lite
P09405	Mus_musculus	707	0.533	377	2	308	prediction-disorder-mobidb_lite
Q9WUA2	Mus_musculus	589	0.025	15	3	6	prediction-disorder-th_50
Q9CY73	Mus_musculus	333	0.069	23	1	23	prediction-disorder-mobidb_lite
Q8BMB3	Mus_musculus	245	0.212	52	1	52	prediction-disorder-mobidb_lite
Q99LC3	Mus_musculus	355	0.031	11	5	4	prediction-disorder-th_50
Q8BVN4	Mus_musculus	346	0.075	26	1	26	prediction-disorder-mobidb_lite
P42208	Mus_musculus	361	0.108	39	5	20	prediction-disorder-th_50
Q9ES52	Mus_musculus	1191	0.207	246	3	171	prediction-disorder-mobidb_lite
Q3UZ39	Mus_musculus	729	0.735	536	2	477	prediction-disorder-mobidb_lite
O08800	Mus_musculus	374	0.032	12	3	7	prediction-disorder-th_50
Q99JY9	Mus_musculus	418	0.019	8	2	5	prediction-disorder-th_50
Q922B2	Mus_musculus	501	0.102	51	7	19	prediction-disorder-th_50
Q62348	Mus_musculus	228	0.035	8	2	5	prediction-disorder-th_50
Q91VE6	Mus_musculus	317	0.363	115	1	115	prediction-disorder-mobidb_lite
Q9DBN9	Mus_musculus	619	0.197	122	2	101	prediction-disorder-mobidb_lite
P97350	Mus_musculus	728	0.03	22	1	22	prediction-disorder-mobidb_lite
P97315	Mus_musculus	193	0.161	31	5	17	prediction-disorder-th_50
Q8VEH3	Mus_musculus	186	0.038	7	1	7	prediction-disorder-th_50
Q61211	Mus_musculus	570	0.039	22	1	22	prediction-disorder-mobidb_lite
Q80XU3	Mus_musculus	234	1	234	1	234	prediction-disorder-mobidb_lite
Q8BX09	Mus_musculus	538	0.271	146	2	112	prediction-disorder-mobidb_lite
Q921T2	Mus_musculus	595	0.471	280	3	221	prediction-disorder-mobidb_lite
P02468	Mus_musculus	1607	0.058	93	19	14	prediction-disorder-th_50
Q8CJF7	Mus_musculus	2243	0.238	534	4	408	prediction-disorder-mobidb_lite
Q3TL26	Mus_musculus	396	0.073	29	1	29	prediction-disorder-mobidb_lite
P11103	Mus_musculus	1013	0.046	47	2	27	prediction-disorder-mobidb_lite
P49962	Mus_musculus	86	0.163	14	2	8	prediction-disorder-th_50
Q9DBY8	Mus_musculus	855	0.211	180	2	152	prediction-disorder-mobidb_lite
Q922Q4	Mus_musculus	320	0.084	27	1	27	prediction-disorder-mobidb_lite
Q9WVA4	Mus_musculus	199	0.271	54	8	20	prediction-disorder-th_50
Q8CIE6	Mus_musculus	1224	0.073	89	10	20	prediction-disorder-th_50
P14094	Mus_musculus	304	0.086	26	7	10	prediction-disorder-th_50
Q155P7	Mus_musculus	2997	0.121	364	6	224	prediction-disorder-mobidb_lite
Q8CGC7	Mus_musculus	1512	0.11	167	5	56	prediction-disorder-mobidb_lite
Q8BIJ6	Mus_musculus	1012	0.042	42	11	17	prediction-disorder-th_50
Q8K1C0	Mus_musculus	544	0.068	37	7	14	prediction-disorder-th_50
P97343	Mus_musculus	419	0.021	9	2	8	prediction-disorder-th_50
Q91YR5	Mus_musculus	698	0.044	31	1	31	prediction-disorder-mobidb_lite
P99029	Mus_musculus	210	0.024	5	2	3	prediction-disorder-th_50
Q7TS68	Mus_musculus	476	0.021	10	4	7	prediction-disorder-th_50
Q8BIP0	Mus_musculus	653	0.086	56	8	17	prediction-disorder-th_50
P20152	Mus_musculus	466	0.071	33	1	33	prediction-disorder-mobidb_lite
Q61712	Mus_musculus	552	0.228	126	1	126	prediction-disorder-mobidb_lite
P28738	Mus_musculus	956	0.049	47	1	47	prediction-disorder-mobidb_lite
O88967	Mus_musculus	715	0.029	21	1	21	prediction-disorder-mobidb_lite
A3KGV1	Mus_musculus	830	0.22	183	26	22	prediction-disorder-th_50
Q6NZQ2	Mus_musculus	687	0.183	126	2	63	prediction-disorder-mobidb_lite
A2AJ72	Mus_musculus	569	0.185	105	1	105	prediction-disorder-mobidb_lite
Q3TQI7	Mus_musculus	289	0.398	115	3	58	prediction-disorder-mobidb_lite
P20029	Mus_musculus	655	0.037	24	1	24	prediction-disorder-mobidb_lite
Q9R0G7	Mus_musculus	1215	0.238	289	4	111	prediction-disorder-mobidb_lite
Q91V41	Mus_musculus	215	0.13	28	1	28	prediction-disorder-mobidb_lite
Q9D6S7	Mus_musculus	262	0.164	43	6	12	prediction-disorder-th_50
Q9CR83	Mus_musculus	190	0.132	25	1	25	prediction-disorder-mobidb_lite
Q8R5F7	Mus_musculus	1025	0.024	25	1	25	prediction-disorder-mobidb_lite
Q91WM1	Mus_musculus	672	0.106	71	2	48	prediction-disorder-mobidb_lite
P61965	Mus_musculus	334	0.093	31	1	31	prediction-disorder-mobidb_lite
Q8K2F0	Mus_musculus	726	0.525	381	5	159	prediction-disorder-mobidb_lite
Q9JII1	Mus_musculus	647	0.202	131	3	80	prediction-disorder-mobidb_lite
Q91W59	Mus_musculus	403	0.122	49	2	27	prediction-disorder-mobidb_lite
A2AUY4	Mus_musculus	2123	0.403	855	12	163	prediction-disorder-mobidb_lite
Q8R4R6	Mus_musculus	325	0.086	28	1	28	prediction-disorder-mobidb_lite
P28660	Mus_musculus	1128	0.023	26	1	26	prediction-disorder-mobidb_lite
O88487	Mus_musculus	612	0.307	188	1	188	prediction-disorder-mobidb_lite
Q8C5N3	Mus_musculus	908	0.467	424	3	257	prediction-disorder-mobidb_lite
Q8BXJ8	Mus_musculus	482	0.322	155	5	71	prediction-disorder-mobidb_lite
Q08943	Mus_musculus	708	0.355	251	1	251	prediction-disorder-mobidb_lite
Q99LI9	Mus_musculus	425	0.082	35	2	18	prediction-disorder-th_50
Q6DI86	Mus_musculus	829	0.008	7	2	5	prediction-disorder-th_50
Q3TIV5	Mus_musculus	426	0.345	147	4	69	prediction-disorder-mobidb_lite
P16951	Mus_musculus	487	0.398	194	3	115	prediction-disorder-mobidb_lite
Q9CZ30	Mus_musculus	396	0.056	22	2	13	prediction-disorder-th_50
Q9CQS2	Mus_musculus	64	0.344	22	3	13	prediction-disorder-th_50
O88952	Mus_musculus	197	0.117	23	4	14	prediction-disorder-th_50
Q99LI7	Mus_musculus	717	0.031	22	1	22	prediction-disorder-mobidb_lite
Q60865	Mus_musculus	707	0.463	327	5	138	prediction-disorder-mobidb_lite
Q8K224	Mus_musculus	1024	0.034	35	1	35	prediction-disorder-mobidb_lite
O35841	Mus_musculus	504	0.105	53	1	53	prediction-disorder-mobidb_lite
Q9D964	Mus_musculus	423	0.071	30	5	17	prediction-disorder-th_50
Q8C854	Mus_musculus	591	0.156	92	1	92	prediction-disorder-mobidb_lite
Q9CQ43	Mus_musculus	162	0.241	39	2	20	prediction-disorder-th_50
Q61554	Mus_musculus	2873	0.007	20	1	20	prediction-disorder-mobidb_lite
P61202	Mus_musculus	443	0.099	44	5	31	prediction-disorder-th_50
A2ARM1	Mus_musculus	529	0.059	31	1	31	prediction-disorder-mobidb_lite
Q3UGC7	Mus_musculus	261	0.433	113	1	113	prediction-disorder-mobidb_lite
P27773	Mus_musculus	505	0.044	22	1	22	prediction-disorder-mobidb_lite
O88466	Mus_musculus	1888	0.41	775	13	181	prediction-disorder-mobidb_lite
Q9EQP2	Mus_musculus	541	0.037	20	1	20	prediction-disorder-mobidb_lite
A2AQ19	Mus_musculus	715	0.533	381	4	191	prediction-disorder-mobidb_lite
Q9ERH4	Mus_musculus	427	0.707	302	3	150	prediction-disorder-mobidb_lite
Q149F1	Mus_musculus	553	0.108	60	1	60	prediction-disorder-mobidb_lite
F8WIU1	Mus_musculus	177	0.096	17	2	9	prediction-disorder-th_50
Q9D9Z1	Mus_musculus	312	0.548	171	1	171	prediction-disorder-mobidb_lite
Q80VD1	Mus_musculus	429	0.294	126	1	126	prediction-disorder-mobidb_lite
Q99N87	Mus_musculus	432	0.049	21	1	21	prediction-disorder-mobidb_lite
A2APY7	Mus_musculus	343	0.125	43	5	26	prediction-disorder-th_50
Q9JJ48	Mus_musculus	305	0.626	191	1	191	prediction-disorder-mobidb_lite
P70700	Mus_musculus	1135	0.023	26	1	26	prediction-disorder-mobidb_lite
P27048	Mus_musculus	231	0.299	69	1	69	prediction-disorder-mobidb_lite
Q9D6Z1	Mus_musculus	580	0.212	123	1	123	prediction-disorder-mobidb_lite
Q99PL5	Mus_musculus	1605	0.509	817	5	678	prediction-disorder-mobidb_lite
Q921X6	Mus_musculus	316	0.07	22	4	10	prediction-disorder-th_50
Q9DBR1	Mus_musculus	951	0.154	146	2	101	prediction-disorder-mobidb_lite
Q4VBD9	Mus_musculus	706	0.197	139	2	72	prediction-disorder-mobidb_lite
Q9CZ44	Mus_musculus	370	0.208	77	3	37	prediction-disorder-mobidb_lite
A2APB8	Mus_musculus	745	0.18	134	1	134	prediction-disorder-mobidb_lite
Q61166	Mus_musculus	268	0.131	35	1	35	prediction-disorder-mobidb_lite
Q99LC2	Mus_musculus	431	0.023	10	2	5	prediction-disorder-th_50
Q8C570	Mus_musculus	368	0.054	20	1	20	prediction-disorder-mobidb_lite
Q62176	Mus_musculus	237	0.101	24	1	24	prediction-disorder-mobidb_lite
Q9QY24	Mus_musculus	411	0.36	148	3	80	prediction-disorder-mobidb_lite
P35285	Mus_musculus	194	0.129	25	1	25	prediction-disorder-mobidb_lite
Q5SS00	Mus_musculus	2493	0.249	621	11	143	prediction-disorder-mobidb_lite
Q05816	Mus_musculus	135	0.074	10	2	6	prediction-disorder-th_50
Q8BX22	Mus_musculus	1067	0.242	258	5	84	prediction-disorder-mobidb_lite
Q99KE8	Mus_musculus	643	0.053	34	1	34	prediction-disorder-mobidb_lite
P00920	Mus_musculus	260	0.185	48	5	27	prediction-disorder-th_50
E9QAM5	Mus_musculus	2947	0.011	33	1	33	prediction-disorder-mobidb_lite
Q8VDM1	Mus_musculus	511	0.229	117	4	38	prediction-disorder-mobidb_lite
Q64012	Mus_musculus	312	0.317	99	1	99	prediction-disorder-mobidb_lite
Q8VH51	Mus_musculus	530	0.275	146	1	146	prediction-disorder-mobidb_lite
Q9D2V5	Mus_musculus	384	0.031	12	2	7	prediction-disorder-th_50
Q9DBG6	Mus_musculus	631	0.017	11	2	6	prediction-disorder-th_50
Q9CWL8	Mus_musculus	563	0.144	81	1	81	prediction-disorder-mobidb_lite
Q9CSU0	Mus_musculus	326	0.064	21	1	21	prediction-disorder-mobidb_lite
Q9D7I8	Mus_musculus	585	0.232	136	2	78	prediction-disorder-mobidb_lite
A2ACQ1	Mus_musculus	703	0.068	48	8	14	prediction-disorder-th_50
O54836	Mus_musculus	290	0.162	47	2	25	prediction-disorder-mobidb_lite
Q811U4	Mus_musculus	741	0.051	38	4	13	prediction-disorder-th_50
Q9Z2N8	Mus_musculus	429	0.058	25	6	9	prediction-disorder-th_50
Q61584	Mus_musculus	677	0.44	298	1	298	prediction-disorder-mobidb_lite
Q8BLF1	Mus_musculus	408	0.017	7	3	3	prediction-disorder-th_50
Q8BU14	Mus_musculus	398	0.432	172	2	110	prediction-disorder-mobidb_lite
Q99MR8	Mus_musculus	717	0.032	23	7	13	prediction-disorder-th_50
Q8JZN5	Mus_musculus	625	0.016	10	3	5	prediction-disorder-th_50
Q9JHI7	Mus_musculus	438	0.208	91	2	62	prediction-disorder-mobidb_lite
P51943	Mus_musculus	422	0.147	62	1	62	prediction-disorder-mobidb_lite
Q5SUE7	Mus_musculus	619	0.081	50	1	50	prediction-disorder-mobidb_lite
Q3UMC0	Mus_musculus	893	0.158	141	3	77	prediction-disorder-mobidb_lite
O35963	Mus_musculus	229	0.109	25	4	10	prediction-disorder-th_50
Q7TT00	Mus_musculus	530	0.211	112	1	112	prediction-disorder-mobidb_lite
Q9D753	Mus_musculus	276	0.062	17	5	6	prediction-disorder-th_50
Q9JKP5	Mus_musculus	341	0.041	14	4	6	prediction-disorder-th_50
Q8VHK9	Mus_musculus	1001	0.054	54	1	54	prediction-disorder-mobidb_lite
Q8K0D5	Mus_musculus	751	0.023	17	6	8	prediction-disorder-th_50
Q99L48	Mus_musculus	503	0.078	39	5	17	prediction-disorder-th_50
Q9CR16	Mus_musculus	370	0.124	46	9	17	prediction-disorder-th_50
Q8BJW6	Mus_musculus	581	0.176	102	1	102	prediction-disorder-mobidb_lite
Q3THK7	Mus_musculus	693	0.075	52	5	20	prediction-disorder-th_50
Q52KE7	Mus_musculus	532	0.378	201	1	201	prediction-disorder-mobidb_lite
P08556	Mus_musculus	189	0.085	16	3	8	prediction-disorder-th_50
O08547	Mus_musculus	215	0.051	11	3	7	prediction-disorder-th_50
Q80SY5	Mus_musculus	542	0.648	351	2	310	prediction-disorder-mobidb_lite
Q9JJY4	Mus_musculus	825	0.297	245	3	112	prediction-disorder-mobidb_lite
P50543	Mus_musculus	98	0.122	12	2	6	prediction-disorder-th_50
Q7TPD0	Mus_musculus	1041	0.064	67	1	67	prediction-disorder-mobidb_lite
Q9DD03	Mus_musculus	202	0.144	29	1	29	prediction-disorder-mobidb_lite
P21107	Mus_musculus	285	0.309	88	12	29	prediction-disorder-th_50
Q99MU3	Mus_musculus	1178	0.167	197	5	68	prediction-disorder-mobidb_lite
Q05CL8	Mus_musculus	570	0.367	209	2	185	prediction-disorder-mobidb_lite
Q3UZ01	Mus_musculus	514	0.294	151	4	70	prediction-disorder-mobidb_lite
Q9ESN6	Mus_musculus	744	0.042	31	1	31	prediction-disorder-mobidb_lite
Q922V4	Mus_musculus	513	0.088	45	2	25	prediction-disorder-mobidb_lite
Q9CY66	Mus_musculus	231	0.606	140	2	75	prediction-disorder-mobidb_lite
Q5RL51	Mus_musculus	634	0.071	45	1	45	prediction-disorder-mobidb_lite
P31230	Mus_musculus	310	0.181	56	1	56	prediction-disorder-mobidb_lite
Q91WJ8	Mus_musculus	651	0.338	220	5	86	prediction-disorder-mobidb_lite
P48678	Mus_musculus	665	0.164	109	3	59	prediction-disorder-mobidb_lite
Q3TFK5	Mus_musculus	415	0.605	251	2	225	prediction-disorder-mobidb_lite
P97351	Mus_musculus	264	0.121	32	1	32	prediction-disorder-mobidb_lite
Q99JT1	Mus_musculus	557	0.068	38	1	38	prediction-disorder-mobidb_lite
Q9CXF7	Mus_musculus	900	0.063	57	2	33	prediction-disorder-mobidb_lite
Q9D483	Mus_musculus	533	0.098	52	2	32	prediction-disorder-mobidb_lite
Q8R0C0	Mus_musculus	218	0.408	89	1	89	prediction-disorder-mobidb_lite
Q6NXI6	Mus_musculus	1469	0.526	773	10	152	prediction-disorder-mobidb_lite
Q3UQ84	Mus_musculus	723	0.037	27	4	12	prediction-disorder-th_50
Q3UIK4	Mus_musculus	456	0.197	90	2	64	prediction-disorder-mobidb_lite
O09172	Mus_musculus	274	0.058	16	3	8	prediction-disorder-th_50
Q91Z31	Mus_musculus	531	0.134	71	10	24	prediction-disorder-th_50
Q8CIN6	Mus_musculus	465	0.138	64	2	35	prediction-disorder-mobidb_lite
Q99N94	Mus_musculus	265	0.068	18	2	11	prediction-disorder-th_50
P63073	Mus_musculus	217	0.124	27	1	27	prediction-disorder-mobidb_lite
Q9CQB5	Mus_musculus	135	0.052	7	3	3	prediction-disorder-th_50
Q9R020	Mus_musculus	330	0.648	214	1	214	prediction-disorder-mobidb_lite
P46935	Mus_musculus	887	0.071	63	3	22	prediction-disorder-mobidb_lite
Q9CQ62	Mus_musculus	335	0.024	8	3	5	prediction-disorder-th_50
Q923W1	Mus_musculus	853	0.232	198	4	110	prediction-disorder-mobidb_lite
P60867	Mus_musculus	119	0.185	22	6	10	prediction-disorder-th_50
Q8BMS4	Mus_musculus	370	0.095	35	1	35	prediction-disorder-mobidb_lite
A2AJT4	Mus_musculus	805	0.846	681	2	424	prediction-disorder-mobidb_lite
Q8CI51	Mus_musculus	591	0.438	259	2	213	prediction-disorder-mobidb_lite
O55236	Mus_musculus	597	0.111	66	2	41	prediction-disorder-mobidb_lite
Q14AA6	Mus_musculus	216	0.083	18	2	11	prediction-disorder-th_50
Q3U186	Mus_musculus	578	0.021	12	5	4	prediction-disorder-th_50
Q8CG48	Mus_musculus	1191	0.105	125	20	21	prediction-disorder-th_50
Q8K202	Mus_musculus	482	0.048	23	1	23	prediction-disorder-mobidb_lite
Q3UYV9	Mus_musculus	790	0.058	46	2	26	prediction-disorder-mobidb_lite
Q9EST5	Mus_musculus	272	0.456	124	1	124	prediction-disorder-mobidb_lite
Q3URQ0	Mus_musculus	928	0.059	55	7	21	prediction-disorder-th_50
Q80YY7	Mus_musculus	953	0.185	176	4	56	prediction-disorder-mobidb_lite
P10639	Mus_musculus	105	0.162	17	3	8	prediction-disorder-th_50
Q8BHD7	Mus_musculus	523	0.088	46	2	25	prediction-disorder-mobidb_lite
Q2TPA8	Mus_musculus	490	0.182	89	1	89	prediction-disorder-mobidb_lite
P28271	Mus_musculus	889	0.012	11	4	6	prediction-disorder-th_50
Q3UKJ7	Mus_musculus	513	0.029	15	4	7	prediction-disorder-th_50
P63037	Mus_musculus	397	0.116	46	1	46	prediction-disorder-mobidb_lite
Q7TQC5	Mus_musculus	342	0.167	57	1	57	prediction-disorder-mobidb_lite
B1AY10	Mus_musculus	1114	0.277	309	4	201	prediction-disorder-mobidb_lite
Q8R5K4	Mus_musculus	1152	0.043	50	2	30	prediction-disorder-mobidb_lite
Q7TT37	Mus_musculus	1333	0.026	35	1	35	prediction-disorder-mobidb_lite
Q91VX2	Mus_musculus	1132	0.486	550	11	108	prediction-disorder-mobidb_lite
Q01853	Mus_musculus	806	0.073	59	2	39	prediction-disorder-mobidb_lite
Q99JB2	Mus_musculus	353	0.085	30	1	30	prediction-disorder-mobidb_lite
P26039	Mus_musculus	2541	0.085	215	8	82	curated-disorder-merge
Q9D0S9	Mus_musculus	163	0.123	20	5	8	prediction-disorder-th_50
Q91WG8	Mus_musculus	722	0.015	11	2	8	prediction-disorder-th_50
Q99JF8	Mus_musculus	528	0.706	373	2	288	prediction-disorder-mobidb_lite
Q8BMQ3	Mus_musculus	1127	0.245	276	6	98	prediction-disorder-mobidb_lite
P62754	Mus_musculus	249	0.133	33	1	33	prediction-disorder-mobidb_lite
B1AY13	Mus_musculus	2617	0.077	201	6	55	prediction-disorder-mobidb_lite
Q9WUR9	Mus_musculus	223	0.049	11	3	6	prediction-disorder-th_50
Q61701	Mus_musculus	385	0.096	37	1	37	prediction-disorder-mobidb_lite
Q8R1A4	Mus_musculus	2130	0.055	118	2	79	prediction-disorder-mobidb_lite
G5CPP0	Mus_musculus	439	0.253	111	2	69	prediction-disorder-mobidb_lite
Q9CQH7	Mus_musculus	158	0.234	37	1	37	prediction-disorder-mobidb_lite
Q80U78	Mus_musculus	1189	0.161	192	5	52	prediction-disorder-mobidb_lite
Q9Z1N2	Mus_musculus	840	0.177	149	3	65	prediction-disorder-mobidb_lite
Q9CUU3	Mus_musculus	1500	0.144	216	5	71	prediction-disorder-mobidb_lite
P52825	Mus_musculus	658	0.033	22	3	14	prediction-disorder-th_50
P61327	Mus_musculus	146	0.041	6	3	3	prediction-disorder-th_50
Q8VCB1	Mus_musculus	673	0.126	85	10	22	prediction-disorder-th_50
Q921S7	Mus_musculus	423	0.054	23	5	9	prediction-disorder-th_50
P62960	Mus_musculus	322	0.783	252	2	205	prediction-disorder-mobidb_lite
Q3V1T4	Mus_musculus	739	0.051	38	1	38	prediction-disorder-mobidb_lite
Q9QXZ0	Mus_musculus	7354	0.055	407	7	184	prediction-disorder-mobidb_lite
Q9QZH3	Mus_musculus	301	0.106	32	1	32	prediction-disorder-mobidb_lite
Q80UN9	Mus_musculus	467	0.077	36	1	36	prediction-disorder-mobidb_lite
Q8CB77	Mus_musculus	773	0.613	474	2	397	prediction-disorder-mobidb_lite
Q9R0U0	Mus_musculus	262	0.561	147	1	147	prediction-disorder-mobidb_lite
B1AUN2	Mus_musculus	452	0.082	37	4	18	prediction-disorder-th_50
Q9D2E2	Mus_musculus	511	0.198	101	2	77	prediction-disorder-mobidb_lite
P35700	Mus_musculus	199	0.146	29	3	17	prediction-disorder-th_50
Q99MD9	Mus_musculus	773	0.536	414	5	145	prediction-disorder-mobidb_lite
P70270	Mus_musculus	747	0.056	42	1	42	prediction-disorder-mobidb_lite
Q9CZ57	Mus_musculus	381	0.045	17	3	11	prediction-disorder-th_50
Q9D903	Mus_musculus	306	0.533	163	4	94	prediction-disorder-mobidb_lite
Q9D0I8	Mus_musculus	239	0.1	24	1	24	prediction-disorder-mobidb_lite
P47757	Mus_musculus	277	0.097	27	9	6	prediction-disorder-th_50
Q3TEA8	Mus_musculus	554	0.52	288	4	135	prediction-disorder-mobidb_lite
Q80XI3	Mus_musculus	1579	0.406	641	8	199	prediction-disorder-mobidb_lite
Q05793	Mus_musculus	3707	0.019	72	3	28	prediction-disorder-mobidb_lite
Q9ESX4	Mus_musculus	241	0.34	82	1	82	prediction-disorder-mobidb_lite
Q60749	Mus_musculus	443	0.418	185	4	94	prediction-disorder-mobidb_lite
Q9QZD9	Mus_musculus	325	0.018	6	2	4	prediction-disorder-th_50
O09106	Mus_musculus	482	0.193	93	1	93	prediction-disorder-mobidb_lite
Q52KI8	Mus_musculus	946	0.851	805	1	805	prediction-disorder-mobidb_lite
Q91WQ3	Mus_musculus	528	0.047	25	1	25	prediction-disorder-mobidb_lite
Q8VIJ6	Mus_musculus	699	0.564	394	2	265	prediction-disorder-mobidb_lite
Q9D198	Mus_musculus	242	0.314	76	14	12	prediction-disorder-th_50
Q7TQE6	Mus_musculus	664	0.17	113	3	56	prediction-disorder-mobidb_lite
P54227	Mus_musculus	149	0.443	66	2	46	prediction-disorder-mobidb_lite
Q9DB42	Mus_musculus	134	0.806	108	2	58	prediction-disorder-mobidb_lite
Q8CJF9	Mus_musculus	860	0.058	50	10	22	prediction-disorder-th_50
Q8BIY1	Mus_musculus	525	0.198	104	2	72	prediction-disorder-mobidb_lite
O35685	Mus_musculus	332	0.28	93	2	49	prediction-disorder-mobidb_lite
Q9DC71	Mus_musculus	258	0.116	30	1	30	prediction-disorder-mobidb_lite
Q99LH1	Mus_musculus	728	0.335	244	4	93	prediction-disorder-mobidb_lite
Q3U5F4	Mus_musculus	280	0.168	47	4	22	prediction-disorder-th_50
Q8K337	Mus_musculus	993	0.113	112	2	69	prediction-disorder-mobidb_lite
Q80VC6	Mus_musculus	287	0.031	9	2	5	prediction-disorder-th_50
Q9D554	Mus_musculus	501	0.066	33	1	33	prediction-disorder-mobidb_lite
Q9CZJ1	Mus_musculus	253	0.103	26	1	26	prediction-disorder-mobidb_lite
Q8VE97	Mus_musculus	489	0.706	345	2	321	prediction-disorder-mobidb_lite
P67984	Mus_musculus	128	0.133	17	4	10	prediction-disorder-th_50
Q921J2	Mus_musculus	184	0.103	19	2	13	prediction-disorder-th_50
Q99LE6	Mus_musculus	628	0.091	57	1	57	prediction-disorder-mobidb_lite
Q9JIX9	Mus_musculus	511	0.088	45	5	16	prediction-disorder-th_50
P13808	Mus_musculus	1237	0.236	292	3	238	prediction-disorder-mobidb_lite
Q99LX0	Mus_musculus	189	0.042	8	3	4	prediction-disorder-th_50
P54103	Mus_musculus	621	0.052	32	1	32	prediction-disorder-mobidb_lite
Q80U63	Mus_musculus	757	0.032	24	5	13	prediction-disorder-th_50
O54788	Mus_musculus	344	0.081	28	2	24	prediction-disorder-th_50
Q505F5	Mus_musculus	581	0.069	40	1	40	prediction-disorder-mobidb_lite
Q9CWS4	Mus_musculus	600	0.025	15	2	9	prediction-disorder-th_50
Q9CY97	Mus_musculus	194	0.072	14	4	5	prediction-disorder-th_50
Q9CQU3	Mus_musculus	196	0.199	39	3	15	prediction-disorder-th_50
P24788	Mus_musculus	784	0.57	447	2	384	prediction-disorder-mobidb_lite
Q9CQL4	Mus_musculus	149	0.034	5	2	3	prediction-disorder-th_50
Q9D2Q2	Mus_musculus	713	0.102	73	2	44	prediction-disorder-mobidb_lite
Q9QYC0	Mus_musculus	735	0.341	251	3	160	prediction-disorder-mobidb_lite
Q8BXX2	Mus_musculus	756	0.206	156	3	69	prediction-disorder-mobidb_lite
Q61749	Mus_musculus	524	0.296	155	1	155	prediction-disorder-mobidb_lite
Q9CRD0	Mus_musculus	247	0.425	105	2	64	prediction-disorder-mobidb_lite
O70343	Mus_musculus	797	0.365	291	6	88	prediction-disorder-mobidb_lite
O35286	Mus_musculus	795	0.14	111	1	111	prediction-disorder-mobidb_lite
Q80U59	Mus_musculus	1396	0.205	286	4	191	prediction-disorder-mobidb_lite
D3YW26	Mus_musculus	345	0.093	32	1	32	prediction-disorder-mobidb_lite
Q14AW5	Mus_musculus	724	0.131	95	3	35	prediction-disorder-mobidb_lite
Q8C3X4	Mus_musculus	651	0.012	8	2	6	prediction-disorder-th_50
