accession	gene_name	species	protein_type	old_family	length	pfam_ids
O15021	MAST4	human	Kinase	Other	2623	PF08926:DUF1908;PF17820:PDZ_6;PF00069:Pkinase
O15075	DCLK1	human	Kinase	Other	740	PF03607:DCX;PF00069:Pkinase
O15111	CHUK	human	Kinase	Other	745	PF18397:IKBKB_SDD;PF12179:IKKbetaNEMObind;PF00069:Pkinase
O15146	MUSK	human	Kinase	Other	869	PF01392:Fz;PF07679:I-set;PF13927:Ig_3;PF07714:PK_Tyr_Ser-Thr
O43252	PAPSS1	human	Kinase	Other	624	PF01583:APS_kinase;PF01747:ATP-sulfurylase;PF14306:PUA_2
O43283	MAP3K13	human	Kinase	MAPK	966	PF07714:PK_Tyr_Ser-Thr
O43314	PPIP5K2	human	Kinase	Other	1243	PF00328:His_Phos_2;PF18086:PPIP5K2_N
O43353	RIPK2	human	Kinase	Other	540	PF00619:CARD;PF07714:PK_Tyr_Ser-Thr
O43683	BUB1	human	Kinase	Other	1085	PF08311:Mad3_BUB1_I;PF00069:Pkinase
O43781	DYRK3	human	Kinase	Other	588	PF00069:Pkinase
O60229	KALRN	human	Kinase	Other	2986	PF13716:CRAL_TRIO_2;PF00041:fn3;PF07679:I-set;PF00069:Pkinase;PF00621:RhoGEF;PF16609:SH3-RhoG_link;PF23587:SH3_KALRN;PF22697:SOS1_NGEF_PH;PF00435:Spectrin;PF23323:Spectrin_6
O60285	NUAK1	human	Kinase	Other	661	PF00069:Pkinase
O60307	MAST3	human	Kinase	Other	1309	PF08926:DUF1908;PF17820:PDZ_6;PF00069:Pkinase
O60331	PIP5K1C	human	Kinase	Other	668	PF01504:PIP5K
O60566	BUB1B	human	Kinase	Other	1050	PF08311:Mad3_BUB1_I
O60674	JAK2	human	Kinase	Other	1132	PF18379:FERM_F1;PF18377:FERM_F2;PF17887:Jak1_Phl;PF07714:PK_Tyr_Ser-Thr;PF21990:SH2_1
O60825	PFKFB2	human	Kinase	Other	505	PF01591:6PF2K;PF00300:His_Phos_1
O75063	FAM20B	human	Kinase	Other	409	PF06702:Fam20C
O75116	ROCK2	human	Kinase	Other	1388	PF25346:PH_MRCK;PF00069:Pkinase;PF08912:Rho_Binding
O75191	XYLB	human	Kinase	Other	536	PF02782:FGGY_C;PF00370:FGGY_N
O75385	ULK1	human	Kinase	Other	1050	PF12063:ATG1-like_MIT1;PF21127:ATG1-like_MIT2;PF00069:Pkinase
O75414	NME6	human	Kinase	Other	186	PF00334:NDK
O75582	RPS6KA5	human	Kinase	Other	802	PF00069:Pkinase;PF00433:Pkinase_C
O75676	RPS6KA4	human	Kinase	Other	772	PF00069:Pkinase;PF00433:Pkinase_C
O75716	STK16	human	Kinase	Other	305	PF00069:Pkinase
O75747	PIK3C2G	human	Kinase	Other	1486	PF00168:C2;PF00454:PI3_PI4_kinase;PF00792:PI3K_C2;PF00794:PI3K_rbd;PF00613:PI3Ka;PF00787:PX
O75912	DGKI	human	Kinase	Other	1057	PF12796:Ank_2;PF00130:C1_1;PF00609:DAGK_acc;PF00781:DAGK_cat;PF23578:DGKI
O75914	PAK3	human	Kinase	Other	559	PF00786:PBD;PF00069:Pkinase
O75962	TRIO	human	Kinase	Other	3097	PF13716:CRAL_TRIO_2;PF07679:I-set;PF00069:Pkinase;PF00621:RhoGEF;PF16609:SH3-RhoG_link;PF00018:SH3_1;PF23587:SH3_KALRN;PF22697:SOS1_NGEF_PH;PF00435:Spectrin;PF23323:Spectrin_6
O76039	CDKL5	human	Kinase	CDK	960	PF00069:Pkinase
O94768	STK17B	human	Kinase	Other	372	PF00069:Pkinase
O94804	STK10	human	Kinase	Other	968	PF00069:Pkinase;PF12474:PKK
O94806	PRKD3	human	Kinase	Other	890	PF00130:C1_1;PF00169:PH;PF00069:Pkinase;PF25525:Ubiquitin_PRKD1_N
O94921	CDK14	human	Kinase	CDK	469	PF00069:Pkinase
O95340	PAPSS2	human	Kinase	Other	614	PF01583:APS_kinase;PF01747:ATP-sulfurylase;PF14306:PUA_2
O95382	MAP3K6	human	Kinase	MAPK	1288	PF19039:ASK_PH;PF20309:DRHyd-ASK;PF20302:HisK-N-like;PF13281:MAP3K_TRAF_bd;PF00069:Pkinase
O95544	NADK	human	Kinase	Other	446	PF01513:NAD_kinase;PF20143:NAD_kinase_C
O95747	OXSR1	human	Kinase	Other	527	PF12202:OSR1_C;PF00069:Pkinase
O95819	MAP4K4	human	Kinase	MAPK	1239	PF00780:CNH;PF00069:Pkinase
O95835	LATS1	human	Kinase	Other	1130	PF00069:Pkinase;PF00433:Pkinase_C;PF00627:UBA
O96013	PAK4	human	Kinase	Other	591	PF00786:PBD;PF00069:Pkinase
P00519	ABL1	human	Kinase	Other	1130	PF08919:F_actin_bind;PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P00533	EGFR	human	Kinase	Other	1210	PF00757:Furin-like;PF14843:GF_recep_IV;PF07714:PK_Tyr_Ser-Thr;PF01030:Recep_L_domain;PF21314:TM_ErbB1
P00540	MOS	human	Kinase	Other	346	PF00069:Pkinase
P00558	PGK1	human	Kinase	Other	417	PF00162:PGK
P00568	AK1	human	Kinase	Other	194	PF00406:ADK
P04049	RAF1	human	Kinase	Other	648	PF00130:C1_1;PF07714:PK_Tyr_Ser-Thr;PF02196:RBD
P04183	TK1	human	Kinase	Other	234	PF00265:TK
P04629	NTRK1	human	Kinase	Other	796	PF13855:LRR_8;PF16920:LRRCT_2;PF07714:PK_Tyr_Ser-Thr;PF18613:TrkA_TMD
P05129	PRKCG	human	Kinase	PKC	697	PF00130:C1_1;PF00168:C2;PF00069:Pkinase;PF00433:Pkinase_C
P06213	INSR	human	Kinase	Other	1382	PF00757:Furin-like;PF17870:Insulin_TMD;PF07714:PK_Tyr_Ser-Thr;PF01030:Recep_L_domain
P06239	LCK	human	Kinase	Other	509	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P06241	FYN	human	Kinase	Other	537	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P06493	CDK1	human	Kinase	CDK	297	PF00069:Pkinase
P06732	CKM	human	Kinase	Other	381	PF00217:ATP-gua_Ptrans;PF02807:ATP-gua_PtransN
P07205	PGK2	human	Kinase	Other	417	PF00162:PGK
P07332	FES	human	Kinase	Other	822	PF00611:FCH;PF07714:PK_Tyr_Ser-Thr;PF00017:SH2
P07333	CSF1R	human	Kinase	Other	972	PF00047:ig;PF25305:Ig_PDGFR_d4;PF07714:PK_Tyr_Ser-Thr
P07947	YES1	human	Kinase	Other	543	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P07948	LYN	human	Kinase	Other	512	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P07949	RET	human	Kinase	Other	1114	PF00028:Cadherin;PF07714:PK_Tyr_Ser-Thr;PF17756:RET_CLD1;PF17812:RET_CLD3;PF17813:RET_CLD4;PF22540:RET_CRD
P08069	IGF1R	human	Kinase	Other	1367	PF00757:Furin-like;PF07714:PK_Tyr_Ser-Thr;PF01030:Recep_L_domain
P08237	PFKM	human	Kinase	Other	780	PF00365:PFK
P08581	MET	human	Kinase	Other	1390	PF07714:PK_Tyr_Ser-Thr;PF01437:PSI;PF01403:Sema;PF01833:TIG
P08631	HCK	human	Kinase	Other	526	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P08922	ROS1	human	Kinase	Other	2347	PF00041:fn3;PF07714:PK_Tyr_Ser-Thr
P09619	PDGFRB	human	Kinase	Other	1106	PF00047:ig;PF13927:Ig_3;PF25305:Ig_PDGFR_d4;PF07714:PK_Tyr_Ser-Thr
P09769	FGR	human	Kinase	Other	529	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P0C1S8	WEE2	human	Kinase	Other	567	PF00069:Pkinase
P0C264	SBK3	human	Kinase	Other	359	PF00069:Pkinase
P10398	ARAF	human	Kinase	Other	606	PF00130:C1_1;PF07714:PK_Tyr_Ser-Thr;PF02196:RBD
P10721	KIT	human	Kinase	Other	976	PF00047:ig;PF07714:PK_Tyr_Ser-Thr
P11274	BCR	human	Kinase	Other	1271	PF09036:Bcr-Abl_Oligo;PF00168:C2;PF19057:PH_19;PF00620:RhoGAP;PF00621:RhoGEF
P11309	PIM1	human	Kinase	Other	313	PF00069:Pkinase
P11801	PSKH1	human	Kinase	Other	424	PF00069:Pkinase
P11802	CDK4	human	Kinase	CDK	303	PF00069:Pkinase
P11908	PRPS2	human	Kinase	Other	318	PF14572:Pribosyl_synth;PF13793:Pribosyltran_N
P12277	CKB	human	Kinase	Other	381	PF00217:ATP-gua_Ptrans;PF02807:ATP-gua_PtransN
P12532	CKMT1A	human	Kinase	Other	417	PF00217:ATP-gua_Ptrans;PF02807:ATP-gua_PtransN
P12931	SRC	human	Kinase	Other	536	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P14616	INSRR	human	Kinase	Other	1297	PF00041:fn3;PF00757:Furin-like;PF07714:PK_Tyr_Ser-Thr;PF01030:Recep_L_domain
P14618	PKM	human	Kinase	Other	531	PF00224:PK;PF02887:PK_C
P15056	BRAF	human	Kinase	Other	766	PF00130:C1_1;PF07714:PK_Tyr_Ser-Thr;PF02196:RBD
P15531	NME1	human	Kinase	Other	152	PF00334:NDK
P15735	PHKG2	human	Kinase	Other	406	PF00069:Pkinase
P16118	PFKFB1	human	Kinase	Other	471	PF01591:6PF2K;PF00300:His_Phos_1
P16234	PDGFRA	human	Kinase	Other	1089	PF07679:I-set;PF25305:Ig_PDGFR_d4;PF07714:PK_Tyr_Ser-Thr
P16591	FER	human	Kinase	Other	822	PF00611:FCH;PF07714:PK_Tyr_Ser-Thr;PF00017:SH2
P17252	PRKCA	human	Kinase	PKC	672	PF00130:C1_1;PF00168:C2;PF00069:Pkinase;PF00433:Pkinase_C
P17540	CKMT2	human	Kinase	Other	419	PF00217:ATP-gua_Ptrans;PF02807:ATP-gua_PtransN
P17612	PRKACA	human	Kinase	PKA	351	PF00069:Pkinase
P17858	PFKL	human	Kinase	Other	780	PF00365:PFK
P17948	FLT1	human	Kinase	Other	1338	PF07679:I-set;PF00047:ig;PF13927:Ig_3;PF22971:Ig_VEGFR-1-like_5th;PF07714:PK_Tyr_Ser-Thr;PF21339:VEGFR-1-like_Ig-like;PF17988:VEGFR-2_TMD;PF22854:VEGFR1-3_N_Ig-like
P19367	HK1	human	Kinase	Other	917	PF00349:Hexokinase_1;PF03727:Hexokinase_2
P21108	PRPS1L1	human	Kinase	Other	318	PF14572:Pribosyl_synth;PF13793:Pribosyltran_N
P21127	CDK11B	human	Kinase	CDK	795	PF00069:Pkinase
P21709	EPHA1	human	Kinase	Other	976	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF07699:Ephrin_rec_like;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P21802	FGFR2	human	Kinase	Other	821	PF07679:I-set;PF13927:Ig_3;PF07714:PK_Tyr_Ser-Thr
P21860	ERBB3	human	Kinase	Other	1342	PF00757:Furin-like;PF14843:GF_recep_IV;PF07714:PK_Tyr_Ser-Thr;PF01030:Recep_L_domain
P22455	FGFR4	human	Kinase	Other	802	PF07679:I-set;PF13927:Ig_3;PF07714:PK_Tyr_Ser-Thr
P22607	FGFR3	human	Kinase	Other	806	PF21165:FGFR3_TM;PF07679:I-set;PF13927:Ig_3;PF07714:PK_Tyr_Ser-Thr
P22612	PRKACG	human	Kinase	PKA	351	PF00069:Pkinase
P22694	PRKACB	human	Kinase	PKA	351	PF00069:Pkinase
P23443	RPS6KB1	human	Kinase	Other	525	PF00069:Pkinase;PF00433:Pkinase_C
P23458	JAK1	human	Kinase	Other	1154	PF18379:FERM_F1;PF18377:FERM_F2;PF17887:Jak1_Phl;PF07714:PK_Tyr_Ser-Thr;PF21990:SH2_1
P23677	ITPKA	human	Kinase	Other	461	PF03770:IPK
P23743	DGKA	human	Kinase	Other	735	PF00130:C1_1;PF14513:DAG_kinase_N;PF00609:DAGK_acc;PF00781:DAGK_cat
P23919	DTYMK	human	Kinase	Other	212	PF02223:Thymidylate_kin
P24723	PRKCH	human	Kinase	PKC	683	PF00130:C1_1;PF00168:C2;PF00069:Pkinase;PF00433:Pkinase_C
P24941	CDK2	human	Kinase	CDK	298	PF00069:Pkinase
P25098	GRK2	human	Kinase	Other	689	PF00169:PH;PF00069:Pkinase;PF00615:RGS
P27037	ACVR2A	human	Kinase	Other	513	PF01064:Activin_recp;PF00069:Pkinase
P27144	AK4	human	Kinase	Other	223	PF00406:ADK;PF05191:ADK_lid
P27361	MAPK3	human	Kinase	MAPK	379	PF00069:Pkinase
P27448	MARK3	human	Kinase	Other	753	PF02149:KA1;PF00069:Pkinase;PF00627:UBA
P27707	DCK	human	Kinase	Other	260	PF01712:dNK
P27987	ITPKB	human	Kinase	Other	946	PF03770:IPK
P29317	EPHA2	human	Kinase	Other	976	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P29320	EPHA3	human	Kinase	Other	983	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF07699:Ephrin_rec_like;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF07647:SAM_2
P29322	EPHA8	human	Kinase	Other	1005	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P29323	EPHB2	human	Kinase	Other	1055	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF07699:Ephrin_rec_like;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P29376	LTK	human	Kinase	Other	864	PF12810:ALK_LTK_GRD;PF07714:PK_Tyr_Ser-Thr
P29597	TYK2	human	Kinase	Other	1187	PF18379:FERM_F1;PF18377:FERM_F2;PF17887:Jak1_Phl;PF07714:PK_Tyr_Ser-Thr;PF21990:SH2_1
P30085	CMPK1	human	Kinase	Other	196	PF00406:ADK
P30291	WEE1	human	Kinase	Other	646	PF00069:Pkinase
P30530	AXL	human	Kinase	Other	894	PF00041:fn3;PF13927:Ig_3;PF07714:PK_Tyr_Ser-Thr
P30613	PKLR	human	Kinase	Other	574	PF00224:PK;PF02887:PK_C
P31152	MAPK4	human	Kinase	MAPK	587	PF00069:Pkinase
P31749	AKT1	human	Kinase	AKT	480	PF00169:PH;PF00069:Pkinase;PF00433:Pkinase_C
P31751	AKT2	human	Kinase	AKT	481	PF00169:PH;PF00069:Pkinase;PF00433:Pkinase_C
P32189	GK	human	Kinase	Other	559	PF02782:FGGY_C;PF00370:FGGY_N
P32298	GRK4	human	Kinase	Other	578	PF00069:Pkinase;PF00615:RGS
P33981	TTK	human	Kinase	Other	857	PF00069:Pkinase
P34925	RYK	human	Kinase	Other	607	PF07714:PK_Tyr_Ser-Thr;PF02019:WIF
P34947	GRK5	human	Kinase	Other	590	PF00069:Pkinase;PF00615:RGS
P35557	GCK	human	Kinase	Other	465	PF00349:Hexokinase_1;PF03727:Hexokinase_2
P35558	PCK1	human	Kinase	Other	622	PF00821:PEPCK_GTP;PF17297:PEPCK_N
P35590	TIE1	human	Kinase	Other	1138	PF00041:fn3;PF00047:ig;PF07714:PK_Tyr_Ser-Thr
P35626	GRK3	human	Kinase	Other	688	PF00169:PH;PF00069:Pkinase;PF00615:RGS
P35790	CHKA	human	Kinase	Other	457	PF01633:Choline_kinase
P35916	FLT4	human	Kinase	Other	1363	PF07679:I-set;PF13927:Ig_3;PF22971:Ig_VEGFR-1-like_5th;PF07714:PK_Tyr_Ser-Thr;PF21339:VEGFR-1-like_Ig-like;PF17988:VEGFR-2_TMD;PF22854:VEGFR1-3_N_Ig-like
P35968	KDR	human	Kinase	Other	1356	PF07679:I-set;PF00047:ig;PF13895:Ig_2;PF22971:Ig_VEGFR-1-like_5th;PF07714:PK_Tyr_Ser-Thr;PF21339:VEGFR-1-like_Ig-like;PF17988:VEGFR-2_TMD;PF22854:VEGFR1-3_N_Ig-like
P36507	MAP2K2	human	Kinase	MAPK	400	PF00069:Pkinase
P36888	FLT3	human	Kinase	Other	993	PF00047:ig;PF07714:PK_Tyr_Ser-Thr
P36894	BMPR1A	human	Kinase	Other	532	PF01064:Activin_recp;PF07714:PK_Tyr_Ser-Thr;PF08515:TGF_beta_GS
P36896	ACVR1B	human	Kinase	Other	505	PF01064:Activin_recp;PF00069:Pkinase;PF08515:TGF_beta_GS
P36897	TGFBR1	human	Kinase	Other	503	PF01064:Activin_recp;PF00069:Pkinase;PF08515:TGF_beta_GS
P37023	ACVRL1	human	Kinase	Other	503	PF07714:PK_Tyr_Ser-Thr;PF08515:TGF_beta_GS
P37173	TGFBR2	human	Kinase	Other	567	PF08917:ecTbetaR2;PF07714:PK_Tyr_Ser-Thr
P41240	CSK	human	Kinase	Other	450	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P41279	MAP3K8	human	Kinase	MAPK	467	PF00069:Pkinase
P41743	PRKCI	human	Kinase	PKC	596	PF00130:C1_1;PF00564:PB1;PF00069:Pkinase;PF00433:Pkinase_C
P42336	PIK3CA	human	Kinase	Other	1068	PF00454:PI3_PI4_kinase;PF00792:PI3K_C2;PF02192:PI3K_p85B;PF00794:PI3K_rbd;PF00613:PI3Ka
P42338	PIK3CB	human	Kinase	Other	1070	PF00454:PI3_PI4_kinase;PF00792:PI3K_C2;PF02192:PI3K_p85B;PF00794:PI3K_rbd;PF00613:PI3Ka
P42345	MTOR	human	Kinase	Other	2549	PF02259:FAT;PF02260:FATC;PF08771:FRB_dom;PF23593:HEAT_ATR;PF11865:mTOR_dom;PF00454:PI3_PI4_kinase
P42356	PI4KA	human	Kinase	Other	2102	PF00454:PI3_PI4_kinase;PF00613:PI3Ka;PF19274:PI4K_N
P42679	MATK	human	Kinase	Other	507	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P42680	TEC	human	Kinase	Other	631	PF00779:BTK;PF00169:PH;PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P42684	ABL2	human	Kinase	Other	1182	PF08919:F_actin_bind;PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P42685	FRK	human	Kinase	Other	505	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P43250	GRK6	human	Kinase	Other	576	PF00069:Pkinase;PF00615:RGS
P43403	ZAP70	human	Kinase	Other	619	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2
P43405	SYK	human	Kinase	Other	635	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2
P45983	MAPK8	human	Kinase	MAPK	427	PF00069:Pkinase
P45984	MAPK9	human	Kinase	MAPK	424	PF00069:Pkinase
P45985	MAP2K4	human	Kinase	MAPK	399	PF00069:Pkinase
P46734	MAP2K3	human	Kinase	MAPK	347	PF00069:Pkinase
P48426	PIP4K2A	human	Kinase	Other	406	PF01504:PIP5K
P48729	CSNK1A1	human	Kinase	Other	337	PF00069:Pkinase
P48730	CSNK1D	human	Kinase	Other	415	PF00069:Pkinase
P48736	PIK3CG	human	Kinase	Other	1102	PF00454:PI3_PI4_kinase;PF00792:PI3K_C2;PF00794:PI3K_rbd;PF00613:PI3Ka;PF19710:PIK3CG_ABD
P49137	MAPKAPK2	human	Kinase	MAPK	400	PF00069:Pkinase
P49619	DGKG	human	Kinase	Other	791	PF00130:C1_1;PF14513:DAG_kinase_N;PF00609:DAGK_acc;PF00781:DAGK_cat
P49674	CSNK1E	human	Kinase	Other	416	PF00069:Pkinase
P49759	CLK1	human	Kinase	Other	484	PF00069:Pkinase
P49760	CLK2	human	Kinase	Other	499	PF00069:Pkinase
P49761	CLK3	human	Kinase	Other	490	PF00069:Pkinase
P49840	GSK3A	human	Kinase	GSK	483	PF00069:Pkinase
P49841	GSK3B	human	Kinase	GSK	420	PF00069:Pkinase
P49903	SEPHS1	human	Kinase	Other	392	PF00586:AIRS;PF02769:AIRS_C
P50053	KHK	human	Kinase	Other	298	PF00294:PfkB
P51451	BLK	human	Kinase	Other	505	PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
P51570	GALK1	human	Kinase	Other	392	PF10509:GalKase_gal_bdg;PF08544:GHMP_kinases_C;PF00288:GHMP_kinases_N
P51617	IRAK1	human	Kinase	Other	712	PF00531:Death;PF00069:Pkinase
P51812	RPS6KA3	human	Kinase	Other	740	PF00069:Pkinase;PF00433:Pkinase_C
P51813	BMX	human	Kinase	Other	675	PF00779:BTK;PF00169:PH;PF07714:PK_Tyr_Ser-Thr;PF00017:SH2
P51817	PRKX	human	Kinase	Other	358	PF00069:Pkinase
P51955	NEK2	human	Kinase	Other	445	PF00069:Pkinase
P51956	NEK3	human	Kinase	Other	506	PF00069:Pkinase
P51957	NEK4	human	Kinase	Other	841	PF00069:Pkinase
P52333	JAK3	human	Kinase	Other	1124	PF18379:FERM_F1;PF18377:FERM_F2;PF17887:Jak1_Phl;PF07714:PK_Tyr_Ser-Thr;PF21990:SH2_1
P52429	DGKE	human	Kinase	Other	567	PF00130:C1_1;PF00609:DAGK_acc;PF00781:DAGK_cat
P52789	HK2	human	Kinase	Other	917	PF00349:Hexokinase_1;PF03727:Hexokinase_2
P52790	HK3	human	Kinase	Other	923	PF00349:Hexokinase_1;PF03727:Hexokinase_2
P52824	DGKQ	human	Kinase	Other	942	PF00130:C1_1;PF00609:DAGK_acc;PF00781:DAGK_cat;PF00788:RA;PF24099:RBD_DGKtheta
P53350	PLK1	human	Kinase	PLK	603	PF00069:Pkinase;PF00659:POLO_box
P53355	DAPK1	human	Kinase	Other	1430	PF00023:Ank;PF12796:Ank_2;PF13637:Ank_4;PF00531:Death;PF00069:Pkinase
P53667	LIMK1	human	Kinase	Other	647	PF00412:LIM;PF00595:PDZ;PF07714:PK_Tyr_Ser-Thr
P53671	LIMK2	human	Kinase	Other	638	PF00412:LIM;PF00595:PDZ;PF07714:PK_Tyr_Ser-Thr
P53779	MAPK10	human	Kinase	MAPK	464	PF00069:Pkinase
P54753	EPHB3	human	Kinase	Other	998	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF07699:Ephrin_rec_like;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P54756	EPHA5	human	Kinase	Other	1037	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P54760	EPHB4	human	Kinase	Other	987	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF07699:Ephrin_rec_like;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P54762	EPHB1	human	Kinase	Other	984	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF00536:SAM_1
P54764	EPHA4	human	Kinase	Other	986	PF14575:EphA2_TM;PF25599:Ephrin_CRD;PF01404:Ephrin_lbd;PF00041:fn3;PF07714:PK_Tyr_Ser-Thr;PF07647:SAM_2
P54819	AK2	human	Kinase	Other	239	PF00406:ADK;PF05191:ADK_lid
P54886	ALDH18A1	human	Kinase	Other	795	PF00696:AA_kinase;PF00171:Aldedh
P55263	ADK	human	Kinase	Other	362	PF00294:PfkB
P57059	SIK1	human	Kinase	Other	783	PF00069:Pkinase;PF23312:UBA_SIK3
P57078	RIPK4	human	Kinase	Other	832	PF12796:Ank_2;PF13637:Ank_4;PF00069:Pkinase
P60891	PRPS1	human	Kinase	Other	318	PF14572:Pribosyl_synth;PF13793:Pribosyltran_N
P78356	PIP4K2B	human	Kinase	Other	416	PF01504:PIP5K
P78362	SRPK2	human	Kinase	Other	688	PF00069:Pkinase
P78368	CSNK1G2	human	Kinase	Other	415	PF12605:CK1gamma_C;PF00069:Pkinase
P78527	PRKDC	human	Kinase	Other	4128	PF20500:DNA-PKcs_N;PF20502:DNAPKcs_CC1-2;PF08163:DNAPKcs_CC3;PF19704:DNAPKcs_CC5;PF02259:FAT;PF02260:FATC;PF00454:PI3_PI4_kinase
Q00526	CDK3	human	Kinase	CDK	305	PF00069:Pkinase
Q00532	CDKL1	human	Kinase	CDK	357	PF00069:Pkinase
Q00534	CDK6	human	Kinase	CDK	326	PF00069:Pkinase
Q00535	CDK5	human	Kinase	CDK	292	PF00069:Pkinase
Q00536	CDK16	human	Kinase	CDK	496	PF00069:Pkinase
Q00537	CDK17	human	Kinase	CDK	523	PF00069:Pkinase
Q01415	GALK2	human	Kinase	Other	458	PF10509:GalKase_gal_bdg;PF08544:GHMP_kinases_C;PF00288:GHMP_kinases_N
Q01813	PFKP	human	Kinase	Other	784	PF00365:PFK
Q01973	ROR1	human	Kinase	Other	937	PF01392:Fz;PF07679:I-set;PF00051:Kringle;PF07714:PK_Tyr_Ser-Thr
Q01974	ROR2	human	Kinase	Other	943	PF01392:Fz;PF07679:I-set;PF00051:Kringle;PF07714:PK_Tyr_Ser-Thr
Q02156	PRKCE	human	Kinase	PKC	737	PF00130:C1_1;PF00168:C2;PF00069:Pkinase;PF00433:Pkinase_C
Q02750	MAP2K1	human	Kinase	MAPK	393	PF00069:Pkinase
Q02763	TEK	human	Kinase	Other	1124	PF00041:fn3;PF10430:Ig_Tie2_1;PF07714:PK_Tyr_Ser-Thr
Q02779	MAP3K10	human	Kinase	MAPK	954	PF07714:PK_Tyr_Ser-Thr;PF14604:SH3_9
Q03426	MVK	human	Kinase	Other	396	PF08544:GHMP_kinases_C;PF00288:GHMP_kinases_N
Q04759	PRKCQ	human	Kinase	PKC	706	PF00130:C1_1;PF21494:PKC_C2;PF00069:Pkinase;PF00433:Pkinase_C
Q04771	ACVR1	human	Kinase	Other	509	PF01064:Activin_recp;PF07714:PK_Tyr_Ser-Thr;PF08515:TGF_beta_GS
Q04912	MST1R	human	Kinase	Other	1400	PF07714:PK_Tyr_Ser-Thr;PF01437:PSI;PF01403:Sema;PF01833:TIG
Q05397	PTK2	human	Kinase	Other	1052	PF21477:FERM_C_FAK1;PF00373:FERM_M;PF18038:FERM_N_2;PF03623:Focal_AT;PF07714:PK_Tyr_Ser-Thr
Q05513	PRKCZ	human	Kinase	PKC	592	PF00130:C1_1;PF00564:PB1;PF00069:Pkinase;PF00433:Pkinase_C
Q05655	PRKCD	human	Kinase	PKC	676	PF00130:C1_1;PF21494:PKC_C2;PF00069:Pkinase;PF00433:Pkinase_C
Q06418	TYRO3	human	Kinase	Other	890	PF00041:fn3;PF07679:I-set;PF07714:PK_Tyr_Ser-Thr
Q07002	CDK18	human	Kinase	CDK	474	PF00069:Pkinase
Q07912	TNK2	human	Kinase	Other	1038	PF09027:GTPase_binding;PF11555:Inhibitor_Mig-6;PF07714:PK_Tyr_Ser-Thr;PF22931:SAM_TNK;PF14604:SH3_9
Q08345	DDR1	human	Kinase	Other	913	PF21114:DDR1-2_DS-like;PF00754:F5_F8_type_C;PF07714:PK_Tyr_Ser-Thr
Q08881	ITK	human	Kinase	Other	620	PF00779:BTK;PF00169:PH;PF07714:PK_Tyr_Ser-Thr;PF00017:SH2;PF00018:SH3_1
Q09013	DMPK	human	Kinase	Other	629	PF08826:DMPK_coil;PF00069:Pkinase
Q12851	MAP4K2	human	Kinase	MAPK	820	PF00780:CNH;PF00069:Pkinase
